label,text
Mixed,من اجمل ما كتب كونديرا. رغم البداية الغامضة والقاسية احداثا وحياءا ....الا انك في الفصول الاخيرة تقف باعجاب لهذا الكاتب وحكمته وتحليلاته ....او كما اسماه مرصده وياله من مرصد بارع في كشف زوايا هذه الحياة مما يجعلنا نغفر له ولربما الوحيد هذا الخدش لحياءنا بما يرسمه من مشاهد هنا وهناك. الاقتباسات كثيرة كان اخرها:. التاريخ لا يقتصر فقط على قمم الحياة الماساوية بل هو يغمر ايضا كالمياه القذرة الحياة اليومية. كونديرا
Mixed,"تجربه واحده فقط ماراح تتكرر . بصراحه الفندق جميل وموقعه جدآ ممتاز والغرفه واسعه. نظافة الفندق ما مثل المتوقع ، والموظفين غير ودودين"
Negative,ضعيف جدا. . بعيد عن الحرم جدا
Positive,"الغباء السياسي محمد توفيق. احتوى الكتاب فصول ، حيث تناول الفصل الاول تاريخ الغباء السياسي منذ عهد الفراعنة إلى عهد الخديوي اسماعيل. أما الفصل الثاني ناقش الغباء السياسي ووصوله إلى ذروته حين يصل العسكريون إلى الحكم وتكلم أيضا عن كيفية وصول الغبي إلى الحكم ، كما تناول هذا الفصل النكتة السياسية ودورها في التعبير.. الفصل الثالث ناقش الغباء الأمني وعلاقته بالغباء السياسي وذكر عشرة أمراض للسلطة سببها الغباء السياسي.. أما الفصل الأخير تكلم فيه عن استثمار الغباء وكيف تتم صناعة الغبي ودور التعليم والإعلام في ذلك. من وجهة نظري تمنيت من الكاتب لو تأنى في نشر الكتاب حقا الموضوع مهم ويحتاج إلى دراسة أكثر ، فكان يمكن للكاتب أن يقدم الكثير في هذا الموضوع المهم"
Positive,رائع جدا . كل شئ ماعدا ألنت الواي فاي ضعيف. الواي فاي
Negative,لن اعود اليه . الافطار غير متنوع فقط يوجد اوبعة انواع تقريبا اضافة الى نوع كنب الجلسة في الصالة سيء جدا وقديم.
Positive,"فندق رائع وقريب جدا من الحرم . كل شي. المشكله الوحيده التي صادفتنا مع بوكنغ، إنه تم تأكيد الحجز ولكن. قبل. السفر بيومين وصلت رساله أن الفندق غير قادر على استلام المبلغ، اتصلت بالفندق وتعبنا كثيرا حتى اضطرينا ل عمل تحويل بنكي وأخذ من الجهد والوقت الكثير لأنهم ابلغونا أن الحجز سيلغى في نفس اليوم الذي وصلتنا الرساله من بوكنغ ، أي عندما تكون هناك اي اشكاليه نتمنى أن يكون قبل وقت كافي لإيجاد الحل."
Positive,"رحمك الله ، من لنا بعد رحيلكم ومن للغة والثقافة العربية بعد فقدكم . اللغة الرائعة من منابعها الصافية ، الأسلوب الممتع اللذيذ ، آثار الأساتذة الخالدين ... لا أقل من النجوم الخمسة بل زيادة"
Mixed,"رواية / العمى. للكاتب/ جوزيه ساراماغو. هل العمى هو فقد البصر أم البصيرة، وكيف يمكن لغياب حاسة واحدة من الأنسان أن تعيده ألف عصرا إلى الوراء إلى أعوام مظلمة و بدائية . وكيف للروح أن تظهر على حقيقتها و تعود لفطرتها الأولية حينما تغيب الأسباب التي تنظمها و يختفي القانون الذي يحميها . رواية خيالية و مذهلة، تصف بدقة ماذا يمكن أن يحدث عندما يعم الجهل البلدان والحضارات. وتثبت أن العمى ليس عمى الأعين فقط، أنما هو عمى العقول.. رواية ليست عادية ، فأنت ستعيش العمى بالفعل، فليس هناك فواصل بين الأحداث، مجرد سرد طويل ولا أسماء لشخصيات ، فحالة مثل سرد متقن كهذا، لا يستطيع الوصول له إلا قلم عبقري و فذ كجوزيه.. المدة التي أستغرقت فيها قراءة الكتاب : ثلاث أيام. المكان الذي أقتنيت منه الكتاب: معرض الكتاب في البحرين. العمر المناسب لقراءة الرواية: فما فوق. إقتباس أعجبني من الرواية : فالعمى هو أيضا أن تعيش في عالم انعدم فيه كل أمل . أن قسوة و طبيعة الظروف يمارسان تأثيرا واضحا على اللغة"
Mixed,في الواقع.. مظنش إنه العنوان يتلاءم بالتحديد مع مضمون الكتاب نفسه. لأن عنوان الكتاب أوحالي انه الكتاب بيتكلم عن مواقف حدثت مع الصديق رضي الله عنه والعقاد حللها تحليل مبسط عشان نعرف كيف كان يفكر الصديق.. بس الكتاب مش هيك بالتحديد.. هو صحيح تناول المواقف والدوافع وتحليل لليونته وشدته في المواقف بس مش تحليل للعبقرية أو العقل الا اذا اعتبرنا ان المشاعر وتوظيفها نوع من انواع العبقرية.. وبالرغم من ذالك فالكتاب بيكشفلك شخصية الصديق اللي أنا كنت مفكرة انه لين جدا. بس ايضا مواقفه الشديدة لا تحص وغضبه عل دينه وغيرته عل صديقه ونبيه الحبيب لن يأتي أحد بمثلها.. المفارقة والتوازي كما قال العقاد بين عمر والصديق عجيبة جدا ففي بعض المواقف تر الشديد عمر لينا واللين الصديق شديدا ولكن كلا الرجلين متفاهمين ويعرف أحدهما تفكير الآخر ومواطن قوته ولذا لم يتنازعا أبدا في المواقف الشديدة ولم يهاجما بعضهما لمجرد اختلاف الرأي وهنا تظهر تربية الأمين لصحبه عل المودة والتراحم والحب بل وكان الصديق يقول أن عمر أحب الناس إل قلبه ولكنه لام نفسه بعد ذالك لقوله ذاك فقد خاف أن يكون قد كذب فهو أقرب من أحب الناس إليه : .. مر الكاتب عل موقف الصديق حين ضرب ابنته عائشة لقولها لزوجها ونبيها اقصد يعني بمفهومنا اختصر . وفكرت في كم الكلمات التي تلقيها الزوجات اليوم وأمام والديها لزوجها وهما صامتان أو ربما من خلف الستار يشجعانها عل عقوقه ف لله دره ما أعظم تربيته لبناته.. كنت أمر مرور الكرام عل بعض الكلمات لأنني أحسستها زائدة أو ليست في مكانها وانتابني الملل الذي لم اكن اتوقع انه سيصيبني في كتاب كهذا فقط في صفحات عديدة .. وأخيرا ان كنت تجهل صفات الصديق ومواقف شدته ودهاءه وحبه لنبيه. فعليك ب عبقرية الصديق الذي أحب محمد النبي.
Positive,استثنائي. الفطور متنوع ولذيذ. الموقع مميز. الراحة في الفندق.. الاطلالة ماكانت نفس المطلوب. اصوات ازعاج في الممرات. والغرف المجاورة لابد من عمل عازل للصوت.
Mixed,أفكار وجودية مؤلمة تتجلى في أقصوصة على شكل رسائل يرسلها يعقوب إلى زوجته نرمين من المصح ليطلعها على أخباره وأحواله. يتحدث عن المرض الذي يصاب به يعقوب ألزهايمر والذي يرمز ل النسيان ومراحل المرض مع تقدم العمر والشيخوخة. كتاب رائع وسلس جدا يدفعك إلى التعاطف مع مرضى الألزهايمر لتعرف كم أنت محظوظ على صحتك.
